title, date, reviews, discount, original price, discounted price
Universe Sandbox ²,24 Aug 2015,Very Positive,,CDN$ 28.99,
Darkest Dungeon®,19 Jan 2016,Very Positive,,CDN$ 27.99,
Hello Neighbor,8 Dec 2017,Mostly Positive,,CDN$ 33.99,
Richie's Plank Experience,18 Dec 2017,Very Positive,,CDN$ 17.49,
Rolling Line,27 Apr 2018,Very Positive,,CDN$ 19.49,
FINAL FANTASY VII,4 Jul 2013,Very Positive,,CDN$ 16.99,
Vindictus,22 Jun 2012,Mostly Positive,,Free to Play,
Birthdays the Beginning / バースデイズ・ザ・ビギニング,9 May 2017,Mixed,,CDN$ 43.99,
Besiege,28 Jan 2015,Overwhelmingly Positive,,CDN$ 11.49,
ECHO OF SOUL,6 Dec 2018,Mostly Positive,,CDN$ 10.29,
The Red Strings Club,22 Jan 2018,Very Positive,,CDN$ 17.49,
Space Hulk,15 Aug 2013,Mixed,,CDN$ 27.99,
rFactor 2,12 Nov 2015,Mostly Positive,,CDN$ 36.99,
Street Fighter V,15 Feb 2016,Mixed,,CDN$ 24.99,
EARTH DEFENSE FORCE 4.1 The Shadow of New Despair,18 Jul 2016,Overwhelmingly Positive,,CDN$ 22.79,
METAL SLUG X,2 Oct 2014,Very Positive,,CDN$ 8.79,
METAL SLUG 3,14 Feb 2014,Very Positive,,CDN$ 8.79,
METAL SLUG,25 Jun 2015,Very Positive,,CDN$ 8.79,
SUPERHOT,25 Feb 2016,Very Positive,,CDN$ 34.99,
DUSK,10 Dec 2018,Overwhelmingly Positive,,CDN$ 21.99,
Streets of Rogue,10 Mar 2017,Overwhelmingly Positive,,CDN$ 16.99,
Crack Down™,1 Jun 2010,,,CDN$ 1.19,
Gain Ground™,1 Jun 2010,,,CDN$ 1.19,
Shinobi™ III: Return of the Ninja Master,1 Jun 2010,,,CDN$ 1.19,
Sonic 3D Blast™,1 Jun 2010,,,CDN$ 5.49,
Space Harrier™ II,1 Jun 2010,,,CDN$ 1.19,
VectorMan™,1 Jun 2010,,,CDN$ 1.19,
Altered Beast™,1 Jun 2010,,,CDN$ 1.19,
Shadow Dancer™,1 Jun 2010,,,CDN$ 1.19,
Bonanza Bros.™,13 Sep 2010,,,CDN$ 1.19,
Eternal Champions™,13 Sep 2010,,,CDN$ 1.19,
Fatal Labyrinth™,13 Sep 2010,,,CDN$ 1.19,
Kid Chameleon™,13 Sep 2010,,,CDN$ 1.19,
Sonic Spinball™,13 Sep 2010,,,CDN$ 5.49,
Alien Storm,26 Oct 2010,,,CDN$ 1.19,
Bio-Hazard Battle™,26 Oct 2010,,,CDN$ 1.19,
Decap Attack™,26 Oct 2010,,,CDN$ 1.19,
Ecco™: The Tides of Time,26 Oct 2010,,,CDN$ 1.19,
ESWAT™: City Under Siege,26 Oct 2010,,,CDN$ 1.19,
Flicky™,26 Oct 2010,,,CDN$ 1.19,
Sword of Vermilion™,26 Oct 2010,,,CDN$ 1.19,
Alien Soldier,26 Jan 2011,,,CDN$ 1.19,
Gunstar Heroes,26 Jan 2011,,,CDN$ 1.19,
ToeJam & Earl,26 Jan 2011,,,CDN$ 1.19,
ToeJam & Earl in Panic on Funkotron,14 Mar 2012,,,CDN$ 1.19,
Dynamite Headdy,2 May 2012,,,CDN$ 1.19,
Streets of Rage 3,2 May 2012,,,CDN$ 1.19,
The Revenge of Shinobi,2 May 2012,,,CDN$ 1.19,
VectorMan 2,2 May 2012,,,CDN$ 1.19,
Graveyard Keeper,15 Aug 2018,Mostly Positive,,CDN$ 22.79,
DOOM VFR,30 Nov 2017,Mixed,,CDN$ 39.99,
Plague Inc: Evolved,18 Feb 2016,Very Positive,,CDN$ 16.99,
SpeedRunners,19 Apr 2016,Very Positive,,CDN$ 16.99,
Getting Over It with Bennett Foddy,6 Dec 2017,Mostly Positive,,CDN$ 8.99,
Sonic CD,19 Jan 2012,Very Positive,,CDN$ 5.49,
Far Cry® 4,Nov 2014,Mostly Positive,,CDN$ 39.99,
Dungeon Painter Studio,26 Feb 2017,Very Positive,,CDN$ 16.99,
METAL GEAR SOLID V: THE PHANTOM PAIN,31 Aug 2015,Very Positive,,CDN$ 29.99,
Minion Masters,2 Dec 2016,Very Positive,,Free To Play,
Men of War: Assault Squad 2,15 May 2014,Very Positive,,CDN$ 32.99,
Donut County,28 Aug 2018,Very Positive,,CDN$ 14.49,
Wargame: Red Dragon,17 Apr 2014,Very Positive,,CDN$ 32.99,
Stronghold Kingdoms,27 Feb 2012,Mixed,,Free to Play,
The Escapists 2,21 Aug 2017,Very Positive,,CDN$ 21.99,
Academia : School Simulator,8 Sep 2017,Mixed,,CDN$ 19.99,
Road Redemption,4 Oct 2017,Very Positive,-55%,CDN$ 21.99,CDN$ 9.89							
TowerFall Ascension,11 Mar 2014,Very Positive,,CDN$ 16.99,
Comix Zone™,1 Jun 2010,,,CDN$ 1.19,
Ecco the Dolphin™,1 Jun 2010,,,CDN$ 1.19,
Golden Axe™,1 Jun 2010,,,CDN$ 1.19,
Dr. Robotnik’s Mean Bean Machine™,13 Sep 2010,,,CDN$ 5.49,
Ristar™,13 Sep 2010,,,CDN$ 1.19,
Golden Axe™ II,26 Oct 2010,,,CDN$ 1.19,
Sonic The Hedgehog,26 Oct 2010,Positive,,CDN$ 5.49,
Landstalker: The Treasures of King Nole,26 Jan 2011,,,CDN$ 1.19,
Light Crusader,26 Jan 2011,,,CDN$ 1.19,
Shining Force,26 Jan 2011,,,CDN$ 1.19,
Shining Force II,26 Jan 2011,,,CDN$ 1.19,
Shining in the Darkness,26 Jan 2011,,,CDN$ 1.19,
Sonic 3 & Knuckles,26 Jan 2011,Positive,,CDN$ 5.49,
Sonic The Hedgehog 2,26 Jan 2011,,,CDN$ 5.49,
Streets of Rage,26 Jan 2011,,,CDN$ 1.19,
Streets of Rage 2,26 Jan 2011,,,CDN$ 1.19,
Wonder Boy III: Monster Lair,26 Jan 2011,,,CDN$ 1.19,
Beyond Oasis,2 May 2012,,,CDN$ 1.19,
Golden Axe III,2 May 2012,,,CDN$ 1.19,
Phantasy Star IV: The End of the Millennium,2 May 2012,,,CDN$ 1.19,
Wonder Boy in Monster World,2 May 2012,,,CDN$ 1.19,
D.R.O.N.E. The Game,17 Dec 2018,Very Positive,,CDN$ 33.99,
Overdungeon,20 Nov 2018,Very Positive,,CDN$ 17.49,
Worlds Adrift,24 May 2017,Mostly Positive,,CDN$ 28.99,
Game Dev Tycoon,29 Aug 2013,Very Positive,,CDN$ 10.99,
Karnage Chronicles,24 Apr 2017,Very Positive,,CDN$ 27.99,
